Collection,Nid,Title,Contributing Institution,Contributor,Coverage,Creator,Date Digital,Date Original (Precise),Date Original (Precise),Decade,Description,Digitization Specifications,Excerpt,Folder,Format,Image,Language,Publisher,Relation,Resource Identifier,Rights Management,Series,Source,Subject,Transcript,Type,Video
,,,,,,,,,,,,,,,,,,,,,,,,,J. R S,,
,,,,,,,,,,,,,,,,,,,,,,,,,My love to the girls and all the famely,,
Sunderland Family Correspondence,672,Mother You wanted to know whether I had a bible,,,,"Sunderland, John",3-Oct-11,"July 24, 1864","July 24, 1864",,"Note--This letter is written on page 4 and the top of page 1 of a May 18, 1864 letter from John Sunderland's friend Atlanta LeNorthrup.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",Mother you wanted to know whether I had a bible or testiment or eny Christian friend.,52b,image/jpeg,xlm_mss126_s2_1864-07-24_mother_001_sc.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,2,"Original letter: ink on paper, 2 p.","Sunderland, John",July 24th  [18]64,Text,
,,,,,,,,,,,,,,,,xlm_mss126_s2_1864-07-24_mother_002_sc.jpg,,,,,,,,,"Mother you wanted to know whether I had a bible or testiment or eny Christian friend.  Well I have a testiment and that is all the reading that I have but I can get a bible to read when I do not wanto [want to] read in the new testiment[,] and I have one Christian friend[,] the old man Mr Southworth that took cair of me when I was sick at washington and he has ben a friend to me ever since and whene I have ben sick he has done all he could for me[.]  he wanted that I should tell you how that they lost two little boys some sevrell years ago[,] he seys the oldest was 10 years old and they went out a bering [?] and both wer drounded and they had a greait hunt for them[.] they both fell into a mill pond and he says that their mother thought she could never give them up but she was reconciled at last.",,
,,,,,,,,,,,,,,,,,,,,,,,,,J. R. S.,,
,,,,,,,,,,,,,,,,,,,,,,,,,Tell Aut that he must write to me and tell me how he gets along haying and all about the farming and how he likes my colt to work and all the news about the young folks.  I want you should tell me how meny of dars letters I have sent home and wheat date for I though[t] I had kep them all but I canot find eny now for I was agoing to send them home. J.R.S.,,
Sunderland Family Correspondence,673,Dear friends at home I again seat myself to pen a few lines,,,"New Orleans, LA","Sunderland, John",3-Oct-11,"August 15, 1864","August 15, 1864",,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",Dear Friends at home,53,image/jpeg,xlm_mss126_s2_1864-08-15_001_sc.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,2,"Original letter: ink on paper, 2 p.","Sunderland, John",St Louis Hospital,Text,
,,,,,,,,,,,,,I again seat myself to pen a few lines to you in answer to yours of the 20th of July which I reseived a week ago yesterday.,,,xlm_mss126_s2_1864-08-15_002_sc.jpg,,,,,,,,,Aug 15th [18]64,,
,,,,,,,,,,,,,,,,,,,,,,,,,Dear Friends at home,,
,,,,,,,,,,,,,,,,,,,,,,,,,I again seat myself to pen a few lines to you in answer to yours of the 20th of July which I reseived a week ago yesterday.  Well you will be some wheat surprised to hear from me at this place but you neede not fret about me for I am not very sick now so I think I shall try and get in here as nurce for it is a nice helthy Hospital.,,
,,,,,,,,,,,,,,,,,,,,,,,,,"Well I will tell you how I hapend to get here[.]  I wrote you before how I was detailed as nurce in the regemental Hospital and was taken sick their [there].  Well I was sick for 8 or 10 days and was getting quite smart so the doctor had not given me eny medisen for 3 days but would not let me do eny work for he sead that he wanted that I should get in my strength.  Well on the 3 day after he quite [quit] given me medisen and that was last wedensday their [there] was a boat came to take 100 of the sick down to N.O. and the first thing I knew the doctor orderd me to pack my things and get abord [aboard] of the boat[,] for seys he you [he says you] will have a better chance to gain your strength down their [there].  Well we arrived at N.O. the same evening and thursday morning we wer moved up the Hospital and after diner I wrote a few lines to my Uncle and sent it to the office and Saturday he came to see me and I found him to be a nice old man[,] that is I call him old but I do not think he looks old for his age[.]  Well I had a good visit with him and when he left he sead that he was agoing to see the Doctor and try and get a chance to take me home with him but if he could not[,] that the girls and John [the Uncle’s children] would be down to see me on Sunday[.]  Well I wated [waited] until sunday afternoon and uncle came again to see me[,] he sead that the doctor partley agreede to let me go home with him but he thought that I had better stay untill to day so I expect to go home with him this afternoon.  Uncle seys that they are all well excep [except] Aunt Kate[.]  he sey that hur [her] helth is quite poor this sumer.  Well at the time I reseived your last letter I did not expect to see my Uncle quite so soon but I have and I like his aperince [appearance] first rate [-] she [he] seemes to be willing to help eny body and I think he is a nice man.  Well I will close by asking you to excuse all mistakes and write often and write all the news and all about the farming and in your first letter after reseiving this you mite put in a few lines to your brother for I think I shall be here then[.]  no more this time from your son             J. R Sunderland",,
,,,,,,,,,,,,,,,,,,,,,,,,,Adress your letters just as I write the directions,,
,,,,,,,,,,,,,,,,,,,,,,,,,J. R. Sunderland,,
,,,,,,,,,,,,,,,,,,,,,,,,,New Oorleans St. Louis,,
,,,,,,,,,,,,,,,,,,,,,,,,,U. S. A. Hospital L.A.,,
,,,,,,,,,,,,,,,,,,,,,,,,,Co K Scots 900,,
Sunderland Family Correspondence,674,My Dear Uncle I wrote to the madame a few days ago,,,"New Orleans, LA","Witherell, John",3-Oct-11,"August 30, 1864","August 30, 1864",,"Note--This letter was written to Albert Sunderland, John's father, by John Witherell, John Sunderland's cousin.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",My Dear Uncle,54,image/jpeg,xlm_mss126_s2_1864-08-30_001_sc.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,2,"Original letter: ink on paper, 4 p.","Sunderland, John",New Orleans,Text,
,,,,,,,,,,,,,"I wrote to the madame a few days ago telling her how John was getting along. I think you will be pleased to hear that he is not in the Hospital[,] for if he was he would die of starvation and neglect.",,,xlm_mss126_s2_1864-08-30_002_sc.jpg,,,,,,,,,Aug 30th [18]64,,
,,,,,,,,,,,,,,,,xlm_mss126_s2_1864-08-30_003_sc.jpg,,,,,,,,,My Dear Uncle,,
,,,,,,,,,,,,,,,,xlm_mss126_s2_1864-08-30_004_sc.jpg,,,,,,,,,"I wrote to the madame a few days ago telling her how John was getting along.  I think you will be pleased to hear that he is not in the Hospital[,] for if he was he would die of starvation and neglect.  You have no idea how they treat the poor deluded Yankees when they are sick; How would you like to have a tough piece of Bull Beef with a spoon full of mashed potatoes and a few grains of dried boiled rice for your dinner without any pepper or salt.  It makes my heart blead to go through the hospitals and see the skeletons laying on their little narrow beds holding out their pipe stem arms for a shake of the hand.  Men that have to go to stool ten or fifteen times a day whose breasts look like a wash board are treated like damd brutes.  I onely wish that some of the war stay at home abolition fire eaters could come out here South and see the suffering.  It is all pretty nice to pick up your morning paper and read of a fight and repulse of the enemy that is the bright side of war.  But if you want all the patriotism taken out of you just step into the Hospital where they don’t care a dam wether they live or die.  I brought down to the Hospital where Jonnie was sick; a large lot of Ale, and the cussis confiscated all[.]  the fact is the men in charge of the sick take all and sell the same and puts the money in his pocket.  You Yankee republicans can go on and send your young men down south to whip us but I think you will get tired of the same after a while[.]  Jonnie tells me that you are a rank black Republican.  I only wish you had the chance to get to this city.  I think you would change your mind.  I don’t see what prevents me from putting a little poison in your sons cup.  He is my enimy.  It is my duty to kill him[.]  I am a bigger traiter [traitor] than Jeff Davis[.]  I was one of the first that raised the stars and bars over this great state of Louisiana.  My dear Uncle if I thought that you would vote the Black Republican this fall I would just fix your boy so he would not be much ap for this war.  It makes me mad to think how I passed your farm house with (that infernal) Vary who never introduced me to you remember when you killed the muskrat. I sat in that wagon like a fool and he never said a word about going to the house, seeing you with the gun in your hand put me in a fiver [fever] for it looked so like home.  Oh how I like to hunt, and I mean to have a nice time up in the south woods.  This fall if I came north.  There is one thing that I want to tell you.  That is steer clear of B. H. Varry he is a mean cuss, keep this to yourself.   He is somean [so mean] the war why don’t he enlist.  Johnnie is at this moment spread out on my bed convalescent we have not given him any drugs or medicines.  It is lucky we got him or he would have been dead before this[,] the sanitary commission is a humbug.  They sell all the stuff and put the money in their pockets.  I am trying to get John out of the service[,] as it is he has an indefinite fulough and can stay in the city as long as he wants, he need not join his reg until he wants[.]  I have made him a rebel.  Expect you will see all hand this fall.  Vote the democrat ticket[,] yours truly",,
,,,,,,,,,,,,,,,,,,,,,,,,,John,,
Sunderland Family Correspondence,675,Dear friends at home I again seat myself to pen a few lines,,,"New Orleans, LA","Sunderland, John",3-Oct-11,"October 2, 1864","October 2, 1864",,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",Dear Friends at home,55,image/jpeg,xlm_mss126_s2_1864-10-2-4_001_sc.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,2,"Original letter: ink on paper, 4 p.","Sunderland, John",New Orleans,Text,
,,,,,,,,,,,,,I again seat myself to pen a few lines to you to let you know of my welfair[.] I am still at my Uncles and am feeling quite well for this climate but am quite weak yet[.],,,xlm_mss126_s2_1864-10-2-4_002_sc.jpg,,,,,,,,,Oct 2th [18]64,,
,,,,,,,,,,,,,,,,xlm_mss126_s2_1864-10-2-4_003_sc.jpg,,,,,,,,,Dear Friends at home,,
,,,,,,,,,,,,,,,,xlm_mss126_s2_1864-10-2-4_004_sc.jpg,,,,,,,,,I again seat myself to pen a few lines to you to let you know of my welfair[.]  I am still at my Uncles and am feeling quite well for this climate but am quite weak yet[.]  I reseived a few lines from you with Dars photograph a short time ago in a letter to boy John and I reseived another letter from you last night dated the 30 of Aug. in which was the song when Johnny comes marching home.  Well I heardley know wheat to write for you say that my letters are not half long enough but you must not forget wheat heard work it is for me to write a letter[.]  You spoke about going up to Ms Keptestolls to get the 5 Dolors [dollars] that Dick owed me but they sead that I owed him.  Well that is a lie and I can proove it for I bought my valice of John England for 1 Dolar and if I ever see Dick Keptestoll again I will have the money or else he will suffer for it and you may tell his brother so.  Now you say that you canot think of wheat to write[.]  Well I want you should write all about the farming and the gearding [gardening] wheather you have plenty of currants this year and wheather the grapevine bore eny or not.  Tell father that I wish he would get Mr Morison to show him how to trim it and have the frame fixt up so that when I come home I can see a nice arbor[.]  Well tea is ready and I must go down to supper[.],,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Oct 6th [3rd],,
,,,,,,,,,,,,,,,,,,,,,,,,,"Well I close my writing last night to go to supper and after supper I went to stay all night with a Widow Willard of this place wheir Uncle is agoing to move to in a few days.  Well now I want to know all about the gearding if you had eny melons this year and if you had good luck making pickles and if you had eny garding out by the bearn [barn][.]  Now I want you should write all about the farming[,] geardning and housholde labors[,] for the least thing interests me[.]  Also write about how the neighbors getalong you have never heardly mentioned Hiram Picket yet whether you liked him or not and how he gets along a farming.  I want to know how you and Mr. Shearp gets along if ower cattle and horces have eats all his pastures up this sumer.  You will probley think that I am foolish to want to know all these simple things but they are wheat is mostly in my minde so of corse [course] I want to heare all about it.  I want to know if Chearley and Hary ever say eny thing about me[.]  till [tell] them that I have not forgotten them and that I would send them some presents if it was possible but it is not so they must excuse me[.]  tell Aut that I am very sory that he does not think enough of me to write a few lines and let me know how he gets along at home[.]  Now about the girls[,] tell them that they ever have a brothers love while I live and that I like to hear from them all[.]  I do not answer all their letters persenly [personally] to them but when I write I write to you all and I expect you all to answer them[,] father not excused[,] for I address most all of my letters to him.  Well now I must tell you a little about Uncle[.]  Aunt Kate left N.Y. just 1 year ago to day for home and since then they have ben living on a rented lott but their time is up now and they will move in a few days[.]  they have ben trying ever since I came here to get redy to come north but are not ready yet but they calculate to come as soon as they can[.]  they are agoing to sell all their furniture[,] bead [bed] clothing and crockery in fact most every thing that they have.  Their calculations wer to go to a bording house but the widow Willard that I spoke about offerd them hur house all funished to live in if they would bord [board] hur two little boys and they excepted [accepted] the offer and as she was alone and Uncle could not move rite away I have ben up and stayed all night with hur for sevrell days past.  I have felt quite at home for the last fortnight for I have ben helping Aunt clene [clean] up the house and furniture reday [ready] for sail [sale] and to day I have ben taking down the glass globes from the gas lites and weashing [washing] them[.]  Aunt thinks that you must of learnt me how to weash glass weair [ware] for she says that I done it better than she could her self.  You must not mention in your letters to Uncle about me helping them clean house for I do not know whether they will like it or not to have me write you about it.",,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Oct 4th,,
,,,,,,,,,,,,,,,,,,,,,,,,,I again resume my pen to finish my letter to you.  You wanted to know about the priseners that was taken up at Doyls plantation.  Well they wer all exchanged in about 3 weeks and sent back to their regiment.  I do not know much about the boys that came from ower place for I have not heard from them since I left the regiment but Dave Banford is dead[.]  I suppose that you have heard of his death ear [ere] this[.]  Well I should like to know all about the draft and who is drafted also tell me wheat regiments that Eunack Botham enlisted in and Henry Harison and others that I am aquanted [acquainted] with.  Tell the girls to write to their cousins down here.  Aunt Kate says that she wants you should hury up them warm green buisket for supper and some of them nice potatoes for breekfast.  Aunt has told me meny things to write home when we have ben to worke but I canot remember them.  The first time that I went up to stay with the Window Willard it was raining quite heard and I did not get up their untill it was quite late so I could not get in and had to come back home and they had all sorts of fune [fun] with me about going to see the Widow and she would not let me in[.]  Well I think that this letter is long enough for it is 3 days long so I will close by asking you to write often to your son.,,
,,,,,,,,,,,,,,,,,,,,,,,,,John Revillo Sunderland,,
Sunderland Family Correspondence,676,Dear friends at home I again seat myself to pen a few lines to you,,,"New Orleans, LA","Sunderland, John",3-Oct-11,"October 21, 1864","October 21, 1864",,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",Dear friends at Home,56,image/jpeg,xlm_mss126_s2_1864-10-21_001_sc.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,2,"Original letter: ink on paper, 2 p.","Sunderland, John",New Orleans,Text,
,,,,,,,,,,,,,I again seat myself to pen a few lines to you to let you know that I am ganing [gaining] some in flesh but feele quite feeble yet.,,,xlm_mss126_s2_1864-10-21_002_sc.jpg,,,,,,,,,Oct 21th 1864,,
,,,,,,,,,,,,,,,,,,,,,,,,,Dear friends at Home,,
,,,,,,,,,,,,,,,,,,,,,,,,,"I again seat myself to pen a few lines to you to let you know that I am ganing [gaining] some in flesh but feele quite feeble yet.  I have ben wating [waiting] a long time to get a letter from you and have not wrote as often as I should if I had heard from home before.  I reseived your kind and welcomed letter of Oct 2th last night the first that I have reseived from you since the 5 of sept in which I found Dars photograph so you may guess that I began to feele somwheat [somewhat] uneasy about home[.]  Well now Uncle has written 1 or 2 letters to you and boy John has written 2 or 3 for me and 1 for himself to father and I have written sevrell home myself but you do not mention whether you have reseived them or not.  but if you have reseived them and answer them pleas mention it in you next[,] for Uncle and boy John have ben wating for a answer to their letters for a long while.  Well Mother I wish when you write me you would mention back to different letters you have wrote me and in evry [every] litter how long it has ben since you last wrote then I will I know whether I get all your letters or not.  And untill I give you different directions I want you should direct your letters to me without Co or regiment in cair of W.H.H. Witherell.  I do not know yet whether I shall get a furlow or not but I want you should send me the gloves as soone as possible and direct the same as the letters.",,
,,,,,,,,,,,,,,,,,,,,,,,,,"Well I have not much to write for evry thing is about the same here but Uncle has got through mooving and well settled at his new home but does not know how long he will stay here for the place is to be sold before long[.]  Aunt Kate had the misfortune to stick a nail in hir [her] foot the day after they got moved[,] that laid hir up for over a week but she is up around the house now[.]  perhaps you and the rest of Aunts friends up north think that Aunt has nothing to do but if you had ben here as long as I have you would think diferent. ",,
,,,,,,,,,,,,,,,,,,,,,,,,,"Aunt is as my like you [is as like you] as can be[.]  she may have as meny searvents [servants] as she is a minde to but she must be in the kitchen herself and see to every thing and then she does all of her own sowing [sewing] for the family[,] in fact she is buisy all the time and now [no] one to thanke hir for it for her son is all the time a scolding her for working so and Uncle heardly ever speeks at all[,] he is just like Aunt sarah.  You wanted to know something about the boys from the falls [Rensselaer Falls] well I have not heard from them for 10 weeks and as for Magor Willams I have not seene him since we left the plantation befor the rebs took so meny priseners their [there] so you probley know more about them than I do or can find out by enquring [inquiring] of Mr Crayons folks.",,
,,,,,,,,,,,,,,,,,,,,,,,,,You can see by this letter that I do not have much to write so while I stay here with Uncle I shall send now and then a book or paper to you in place of a letter so when you reseived them you may know that I am well unless I write diferent but I want you should be shure [sure] and write or send a paper every weeke so that I may know that you are all well at home[.],,
,,,,,,,,,,,,,,,,,,,,,,,,,Tell Emma that I was very glad to hear from her and that I hope that she will write as often as she can.  Flory was much pleased with hir book mark and sead that she would like to hear from hir but Emma feeles very mutch slited [slighted] for you did not so mutch as mention hir name.  Give my best respects to Jane and tell her I want to know if they have had eny Appel pasings this fall also that I would be very glad to hear from her and altho [although] I am a very poor hand to write a letter I will try to answer it the best I can.  My love to all and best respects to all enquiring friends.  Now I must close by asking you to write all about the draft and all news about home[.]  this from your son     John Revillo Sunderland,,
Sunderland Family Correspondence,677,Dear Brother Charley I take the present opportunity to pen a few lines to you,,,,"Sunderland, John",3-Oct-11,"November 18, 1864","November 18, 1864",,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",Dear Brother Charley,57,image/jpeg,xlm_mss126_s2_1864-11-18_001_sc.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,2,"Original letter: ink on paper, 2 p.","Sunderland, John",New Orleans,Text,
,,,,,,,,,,,,,I take the presant opportunity to pen a few lines to you. I am sick in the hospital and suffring a goodele with the Chronick dieree [diarrhea][.],,,xlm_mss126_s2_1864-11-18_002_sc.jpg,,,,,,,,,Nov 18th [18]64,,
,,,,,,,,,,,,,,,,,,,,,,,,,Dear Brother Charley,,
,,,,,,,,,,,,,,,,,,,,,,,,,I take the presant opportunity to pen a few lines to you.  I am sick in the hospital and suffring a goodele with the Chronick dieree [diarrhea][.] O how I wish I was at home to sholder [shoulder] my ax and go to the woods with you to cutt wood and see you ketch the squrells.  I had mutch rather be swinging the ax than here in the hospital for all I uesto [used to] think it was heard work but I think I could enjou [enjoy] myself to work now – well Charley you must be a good boy and help out all you can for I think we must have a heard time to do all the work[.],,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,Mother,,
,,,,,,,,,,,,,,,,,,,,,,,,,I have not reseived but 3 letters from you for over 12 weeks ago yesterday.  I shall not write untill I hear from you + you agreede to tell me all about the draft and send me a paper but have not reseived eny[.]  You neede not expect to hear from me eny oftener than I do from you we have not ben paid yet and I have not had eny money for 3 months and I have not got eny postage stamps.  I have ben trying to get a fulough but have not succeded yet but I hope I may for I do not expect to be cured of this dieree here[.]  I wish you would write me all about the election and if there was mutch quarling on that day.  I hope that you are all well at home altho I am suffering a goodele at presant[.]  my love to all the children.  Tell hary and Charley to be good boys.  I wish I could see you all but I supose I shall have to wait a while[.]  from your Brother,,
,,,,,,,,,,,,,,,,,,,,,,,,,J.R.S.,,
Sunderland Family Correspondence,678,Dear friends at home I take the presant opportunity to pen a few lines,,,"New Orleans, LA","Sunderland, John",3-Oct-11,"November 24, 1864","November 24, 1864",,,"Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",Dear friends at home,58,image/jpeg,xlm_mss126_s2_1864-11-24_001_sc.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,2,"Original letter: ink on paper, 4 p.","Sunderland, John",St Louis hospital,Text,
,,,,,,,,,,,,,I take the presant opportunity to pen a few lines to you in answer to yours of the 2 which came to hand yesterday and very glad I was to hear from home for it is 5 weeks today since I reseived your last letter,,,xlm_mss126_s2_1864-11-24_002_sc.jpg,,,,,,,,,Nov 24th 186[4],,
,,,,,,,,,,,,,,,,xlm_mss126_s2_1864-11-24_003_sc.jpg,,,,,,,,,Dear friends at home,,
,,,,,,,,,,,,,,,,xlm_mss126_s2_1864-11-24_004_sc.jpg,,,,,,,,,I take the presant opportunity to pen a few lines to you in answer to yours of the 2 which came to hand yesterday and very glad I was to hear from home for it is 5 weeks today since I reseived your last letter which was written on the 2 of October and you say that you mailed one to me the 22 of Oct. but I have not reseived it.  the last letter I wrote home was written on the 2 of Nov and you wanted to know wheat I was doing on that day[.]  well I was writing home and thinking all the time about wheat a nice time I would have if I was their [there].  Last Friday I wrote a few lines and sent a book to Charley but it came back to me again yesterday but I shall send it again and the few lines that I wrote I will send in this so you can see how I felt while writing them.  Well Mother today is thanksgiving and I have jus[t] got up from a nice diner[.]  we had mashed potatoe and baked turkeys with some nice mince pies to top off with.  I have ben thinking all day about home and wheat kinde of dinner you would have but I thought all the time how you would not enjoy it for you would be wishing that I had some[.],,
,,,,,,,,,,,,,,,,,,,,,,,,,"Well Mother I suppose you want to know how I am getting along.  Well when I left Uncles I was feeling quite well but after I was in the hospital 2 or 3 days my dieree began to trouble me a goodele but the doctor checked it pretty well and then sent me to nurcing [nursing] but I was not strong enough to stand it so I had to take to my bed again for a spell but I comencd [commenced] nursing again last Tuesday[.]  I have now 10 patients to take care of and that is my fool [full] amount some times we will not have mor[e] than 6 or 7 but my beat is full now.  I have to get up at 5 Oclock evry morning and make the beds and then get the brekfast for my patients and then sweepe up and cleane the fier [fire] place and spit boxes[.]  I generly [generally] get my work done by 9 P.M. except Wedensdays and Saturdays and then it takes longer for we have to moop [mop] the flores.  Well you wanted to know wheat kind of a fellow john was and if I saw wheat he wrote.  Well I did not but he tolde me some few wordes that was in his last letter about me and sead at the same time that he suposed that I would not like it and so I know by that wheat your fears wer about me but you neede not trouble your self for I know the effects of Liqurs well enough.  Now about John[,] he Is a good boy and kind to evry poor soldier altho he is a southerner and he would do as mutch for me as though I was his own brother.  But liquer is wheat runes [?--ruines] him.  their [there] was not a day while I was their [there] but he came home the worce for Liquor and it all came out of those barells he spoke about[,] but his mother nor Uncle knows nothing about it[,] they do not know how mutch likes he does drinck[.]  Well you have ben expecting me home but I do not think I shall get a furlough this winter and I do not think aunt will come north untill spring if she does then.  Well Mother we have not got eny pay yet and I do not think we will before the middle of January so if you thinks best you mite send me 2 or 3 dollars in your next.  for I would like a little spending money I supose I could gett it of [off] Uncle if I would ask him but he has done all a Father could for me now but offer me money.  Coz [Cousin John] wants I should ask Uncle for some but I will not.  Coz would give it to me himself if he had it but he had to go to his mother for money to ride on the cars from the house down to the store evry morning.  You wanted to know about the medisin.  Well I have taken sevrell kinds of medisin for the dieree but they do not cures me but I think it helps me some.  I have taken that that F. Vanwaters sent and I think it helped me some but it did not stopp the diree.  Now one of the boys got a box of things from N.Y. and he seys it did not cost but 2 dollars to send it and I have ben thinking that if it did not cost eny more I would have one sent.  Now I want you should go to the express office and see wheat you can gett a box sent here for and if it does not cost more than it would to by [buy] the things here I wish you would send me a few things.  If you conclude to send[,] you may gett me some cheese, honey, butter and some of those nice sweete appels if you have eny[,] some spruice or tamrack gum and eny thing you can think of[.]  you may send some snake head, northernmost or eny kind of erbs [herbs] that you can gett and if you send eny more of Vanwateres medisin send the directions how to take them and some tea, coffee, putt the tea and coffee in a little bag you mite send me 2 handkerchiefs and 2 towells and if you can get 2 pair of gloves and 2 pairs of socks without eny delay in sending you may[.]  do not for gett [forget] to send some maple shugar and if you can gett a nice bottle of catsup to eat on meat send it to [too].",,
,,,,,,,,,,,,,,,,,,,,,,,,,"Now I do not want you should send a box if it is agoing to cost more than it is worth for I had rather by [buy] them things here but if you do send be shure and send as soon as you gett this and have the box made with a staple and haspe [hasp] so I can lock it up.  Father will know wheat I want.  Now Mother I want you should write all the news and be shure and tell me the truth about Father[.]  how he caries on since I have ben away from home if he comes home and buses [?--bosses] you as he eust [used] to and if he will not help to gett a box redy to send to me I do not want one sent[.]  about me voting[,] I did not have a chance to pole [poll] my vote but if I had it would of ben for old Aabe and I shall always concidder [consider] it my first vote.  You may direct the box to me[.]  No more this time[.]  write soon to your son.",,
,,,,,,,,,,,,,,,,,,,,,,,,,Johney,,
,,,,,,,,,,,,,,,,,,,,,,,,,New Orleans L.a.,,
,,,,,,,,,,,,,,,,,,,,,,,,,Co K. 11 NYC,,
,,,,,,,,,,,,,,,,,,,,,,,,,Care of W.H.H. Witherell,,
,,,,,,,,,,,,,,,,,,,,,,,,,I have no stamps and so I must send without.  When you write tell me how mutch postage you have to pay on my letters,,
Sunderland Family Correspondence,679,My Dear Sister He who doeth all things well hath again called on you to mourn,,,"New Orleans, LA","Witherell, W.H.H.",3-Oct-11,"December 23, 1864","December 23, 1864",,"A letter of condolence to John's mother following his death in the hospital from her brother, W.H. Witherell.","Scanned at 600ppi on Epson 1000XL scanner as 48-bit RGB uncompressed TIFF images. Images resized to 960 pixels wide, 150 dpi, and saved as JPEG (level 10) in Photoshop CS5 with Unsharp Mask of 60:1.",My Dear Sister,59,image/jpeg,xlm_mss126_s2_1864-12-23_001_sc.jpg,English,,,,Original materials may be protected by the Copyright Law of the United States (more information).,2,"Original letter: ink on paper, 3 p.","Sunderland, John",“Evening Star”                                                                                               New Orleans,Text,
,,,,,,,,,,,,,"He who doeth all things well, hath again called on you to mourn the loss of a son. Your Dear “John” is no more.",,,xlm_mss126_s2_1864-12-23_002_sc.jpg,,,,,,,,,Dec 23d 1864,,
,,,,,,,,,,,,,,,,xlm_mss126_s2_1864-12-23_003_sc.jpg,,,,,,,,,My Dear Sister,,
